# event jet Delta kt z psi m2 multiplicity 
7 0 0.175772 0.572052 0.00265178 -2.02202 3439.81 47
7 0 0.155614 0.0982113 0.000515605 3.00709 3300.21 46
7 0 0.084587 30.5996 0.295688 1.69677 3173.84 44
7 0 0.0788263 3.35021 0.0493193 0.641804 542.974 35
7 0 0.0508347 1.17843 0.028296 -1.86152 233.174 28
7 0 0.0486435 0.932565 0.0240818 3.11509 164.899 26
7 0 0.0219232 0.640666 0.0376139 -1.0225 117.346 21
7 0 0.0207049 5.51742 0.356388 -2.32857 102.825 20
7 0 0.0190323 0.330257 0.0360575 0.276243 17.5524 9
7 0 0.0178734 0.243646 0.0293857 1.44273 13.1147 7
7 0 0.0103149 1.09586 0.235952 -0.676617 7.32055 5
7 0 0.00559156 0.843096 0.438285 -1.38203 0.990115 2
7 1 0.284869 6.678 0.0193538 -2.32074 15742.6 59
7 1 0.223377 8.88428 0.0334763 1.00637 12070.6 47
7 1 0.178307 39.9171 0.194505 -2.86792 8957.73 39
7 1 0.163024 0.0926197 0.000612812 -1.36897 969.784 24
7 1 0.058597 0.634372 0.0116843 -0.35488 955.172 23
7 1 0.0530745 2.73883 0.05635 2.60638 335.031 19
7 1 0.0343024 0.350947 0.0118391 -1.65998 105.926 15
7 1 0.0261687 0.951583 0.0425827 3.10095 92.8856 14
7 1 0.0153222 2.01518 0.160863 -2.34911 69.0012 13
7 1 0.0118379 0.453715 0.055865 2.4989 37.3931 11
7 1 0.0105107 1.06796 0.156862 0.88003 31.6902 10
7 1 0.00951273 0.546939 0.105276 -0.677972 20.4108 8
7 1 0.00669343 1.26193 0.385826 1.94626 15.9873 7
7 1 0.00360945 0.340635 0.314459 -1.34639 0.455347 5
7 1 0.00303748 0.0657698 0.105243 2.08667 0.089721 3
7 1 0.000953247 0.0861534 0.490958 -2.46111 0.0473729 2
7 2 0.372819 0.2857 0.0193028 -2.42911 39.3429 10
7 2 0.248932 3.81392 0.39319 -1.91181 33.4862 9
7 2 0.230471 0.424305 0.0777137 -0.00806488 4.97687 5
7 2 0.124389 0.647322 0.238182 1.57935 2.39706 4
8 0 0.0407835 0.412797 0.00932518 -1.83967 77.6826 15
8 0 0.0241409 0.664799 0.0256099 2.88183 57.0845 13
8 0 0.0127917 0.380462 0.0283871 0.478125 22.5744 11
8 0 0.0106579 0.689459 0.0635445 -2.48097 16.453 10
8 0 0.00545675 0.36698 0.0705446 2.83306 8.5603 9
8 0 0.00391192 0.35681 0.102938 -0.812719 5.92854 7
8 0 0.00307127 0.692928 0.28384 2.79108 2.19906 6
8 0 0.000815244 0.157507 0.339395 0.00286797 0.474617 2
